_id,title,good_text,bad_text,normal_text,star,time,convert_time
6377b90adf2cb289a0ea2026,開車上台北也適合住的青旅”,,,本次旅遊是去旅遊兼看展覽的，其實台北旅遊是不需要開車的畢竟大眾交通是非常方便的，但因為第一天要去的九份如果搭車上去就真的不太方便了，而且目前台北停車費真的價格不菲，但是剛好青旅斜對面就有一家停車場價格也算便宜，聽出場出口旁就剛好有捷運紅線中山站。 房間也是蠻乾淨的，早上睡過頭隔壁也有早餐店飲料店對面還有7-11 北車也在附近 cp值真的很高,10.0,2020年8月11日星期二,2020/8/11
6377b910df2cb289a0ea2027,很讚”,,,爬樓梯總會有少許吃力的人，請不用擔心，這裡的年青人會主動地幫手拿著大行李一口氣走上三樓，面不改容，輕鬆自如。 台北冬夜濕冷得讓人抖𢱢。 坐著長長的飯桌，吃著朋友帶來的夜宵，旅人的辛酸與孤苦會在一杯烏龍熱茶及十塊錢的咖啡裡得到慰藉。 自己清洗自己的碗筷，只會讓你找到家的感覺。,8.8,2020年1月14日星期二,2020/1/14
6377b910df2cb289a0ea2028,性價比高”,,,"沒有locker, 位置距離台北車站稍遠, 附送的早餐不包飲品,其他方面都是100分 其實這個價錢,不能再要求更多了",8.8,2019年10月9日星期三,2019/10/9
6377b910df2cb289a0ea2029,交通方便 獨行者之選”,,,鄰近台北車站，交通非常方便 提供早餐車，住客有折扣劵 住宿地方清潔，基本設備皆有,9.2,2019年8月20日星期二,2019/8/20
6377b910df2cb289a0ea202a,超讚的，只要有機會一定一定會再來住。”,,,床，超好睡，蓬鬆的被子，超讚的，還有非常棒的床邊置物櫃加感應卡可將物品鎖在櫃子不用怕丟，真是太方便太安全了，最棒的是，還有女性專用盥洗室，隱私又貼心啊…，還有免費大毛巾，是大飯店專業的優質大毛巾喔！早餐非常有誠意的可自由選擇正港現作料理喔，好吃！整間旅店好處實在太多了，你一定要來體驗，因為實在太棒太超乎我的意料之外，住了二天還想加碼多住幾天，可惜生意太好沒空房…只好期待下次一定要再來住。,10.0,2019年8月14日星期三,2019/8/14
6377b910df2cb289a0ea202b,位置好，CP值高”,,,離台北車站近，環境非常乾淨,9.2,2020年3月1日星期日,2020/3/1
6377b910df2cb289a0ea202c,有機會會再入住”,,,性價比不錯，雖然不是hostel中最便宜的，但位置在台北車站和中山站中間，走去兩個車站都很方便。早餐不錯吃，hostel也蠻有特色。,7.2,2019年3月5日星期二,2019/3/5
6377b910df2cb289a0ea202d,超棒”,,,離北車非常近！很方便！ 大廳的草皮很舒適，房間也很舒適！ 早餐很好吃，很有特色！,10.0,2018年8月29日星期三,2018/8/29
6377b910df2cb289a0ea202e,值得一住”,,,住過許多次了！每次上台北出差時的唯一選擇,9.6,2020年1月14日星期二,2020/1/14
6377b910df2cb289a0ea202f,環境很不錯的青年旅館”,,,"環境很不錯的青年旅館,基本上和圖片中那些開揚的感覺相符, 喜歡! 我那間單人房還有小露台, 現在的天氣可以關冷氣開窗睡, 房內空間不是很足夠但還也可以接受, 如有電視更好,員工非常友善, 位置也不錯,下次來也會考慮再度光顧!",9.6,2019年11月16日星期六,2019/11/16
6377b910df2cb289a0ea2030,超棒”,,,第一次住青年旅館 旅館人員非常親切 且設備完善 房間乾淨整齊！！地點離車站很近 生活機能非常好！！下次還會選擇再去住的一間旅館！！,10.0,2018年6月7日星期四,2018/6/7
6377b910df2cb289a0ea2031,CP值高的住宿環境”,,,位於京站轉運周邊，早餐提供早午餐店的餐券可加價換其他套餐，公共空間舒適有閱讀區和廚房，中間中庭讓整個視覺開擴，是一處交通便利環靜舒適的住宿空間。,10.0,2020年11月2日星期一,2020/11/2
6377b910df2cb289a0ea2032,位置超方便 CP值很高”,,,令人非常驚艷的背包客棧！這價位這品質的空間 非常值得！！CP值超高～環境非常舒適 空間讓旅人很放鬆！這價錢居然還早餐也是大推條件之一！ 唯一要改善的 可能就是隔音部分 因為靠馬路邊 房間內窗戶沒關 車流聲很明顯！ 但絕對會推薦給朋友 下次還會續訂！ 不愧是網路高評價背包客棧 希望繼續保持,10.0,2018年12月18日星期二,2018/12/18
6377b910df2cb289a0ea2033,瑕不掩瑜的好地方”,,,特別喜歡單車有地方放，還有打氣筒可以用，超讚! 最愛草皮區跟二樓中樓、夢幻雲朵燈、器具齊全的廚房 ，前棟有電梯。 員工也非常非常非常親切，就算遇到口氣超差的奧客還是面不改色的回答問題，真是辛苦了。後來也許多貼心行為讓人感覺很棒。 早餐跟樓下的好初合作，有三種三明治可以選，如果想點其他品項折抵50元，不想花錢也可以外帶到餐廳，有免費茶包可以泡茶。 小缺點 : 浴室掛蓮蓬頭的地方希望能換成可調式，不然無法掛著洗澡(159cm) 女生4人房旁邊為廁所，有些微管線水流聲、聊天聲，還會被一些沒公德心的人大力關門的聲音嚇到QQ 所以有送免費耳塞真的是超佛心 但瑕不掩瑜，這裡還是一個超讚的停留點:),8.4,2020年7月9日星期四,2020/7/9
6377b910df2cb289a0ea2034,回住多次，超棒！”,,,環境很好很乾淨，每次遇到服務人員都很親切，真的希望旅客住得開心的感覺，謝謝你們！小小建議如果女生宿舍房間裡可以掛一面鏡子就更棒了，因為早上化妝可能會在公共浴室塞車XD,10.0,2020年11月24日星期二,2020/11/24
6377b910df2cb289a0ea2035,超棒”,,,很有風格的旅店。早餐不錯。 住六人房間，私隱度很高。床邊有柜子放雜物和掛衣服，還有locker。一個人入住覺得很安全、舒服和安靜。,9.2,2019年12月10日星期二,2019/12/10
6377b910df2cb289a0ea2036,環境好～附近機能也好！ 房間隔音不太好”,,,整體房間環境算整潔舒適 一走出去就有711 捷運站也在附近 但是房間隔音不好...若是淺眠的住客要慎重考慮！ 住的當晚聽到很嗨的尖叫聲 睡到半夜聽到外面有人一直打噴嚏 快天亮時聽到隔壁開門聲來來回回又被吵醒😅,8.4,2020年12月29日星期二,2020/12/29
