id,aspect,summarize
637397cd39de7355c1044de5,交通_正,遇到的服務人員都非常親切，本來擔心停車場難停車，發現有代客泊車服務，非常專業。服務好，停車方便，平面車位，地點優。交通位置極為方便，附近還有很多餐廳，捷運站也在附近，值很高。
637397cd39de7355c1044de5,交通_中,停車場很難開，路很窄要特別小心，而且沒有交管。沒有停車位。近捷運
637397cd39de7355c1044de5,交通_負,飯店應積極協助住客，附近可停位置，而不是只說一句沒位置，就把問題留給客人。地下停車場位置非常有限，幾個左右，代客泊車需要付服務泊車費無論時間長短。這次住的房型非常滿意，房間很大，衣帽間燈光很美有全身鏡，早上陽光很充足。
637397cd39de7355c1044de5,早餐_正,整體環境都不錯，床好睡，還有貼心為女生設計了梳妝台，按摩師也很厲害，早餐好好吃，港式餐廳也好好吃，但是可惜了，游泳池和三溫暖沒有開放。在吃早餐時服務人員親切的招呼，打掃房間的人非常敬業以及服務態度還有大廳負責接帶的對有嬰兒同行的父母來說非常友善，除了房間升級成較大的房間之外，協助溫熱副食品及準備相關備品都很周到，感謝飯店服務人員。
637397cd39de7355c1044de5,早餐_中,地理位置很好很方便，床很大很舒適，水壓很夠也很熱，空調也很好，只是車位較少但可以泊車，早餐內容的選擇性稍嫌少了一點，退房時間電梯要等比較久。飯店設施不足，但早餐好吃，服務好，位子優。老字號的飯店，除了設施比較陳舊外，位置好，服務佳。
637397cd39de7355c1044de5,早餐_負,帶一歲的寶寶入住，房間內該有的設施都有，嬰兒床，澡盆，椅凳，消毒鍋，空氣清淨，體重機，鞋子烘乾機等，且房間內有一個平台，可以擺放消毒鍋，奶粉及奶瓶等，空間規劃舒適，飯店地點也很方便，走路就有很多餐廳及百貨公司，飯店人員服務態度友善，值得推薦。飯店靠近捷運中山站，停車場出入口雖位於巷內，但有方便的泊車服務，飯店人員服務親切有效率，周邊餐廳選擇多樣，聖誕節期間，漫步在中山北路，可以感受濃厚過節氣氛，是來台北一定會列入考慮的住宿地點。老爺酒店的地點超好，鄰近鬧區卻不擁擠吵鬧，白天行程結束後回到飯店小憩再外出覓食感覺超悠閒，飯店服務人員態度超優，可惜浴室的冷熱水有點不夠穩定，這個微瑕不影響再次入住的意願。
637397cd39de7355c1044de5,房間_正,對有嬰兒同行的父母來說非常友善，除了房間升級成較大的房間之外，協助溫熱副食品及準備相關備品都很周到，感謝飯店服務人員。飯店的人員服務態度也很好，親切且讓人有尊榮的感覺，雖然我很年輕，卻被頂級照顧，感謝這些人員的用心態度。遇到的服務人員都非常親切，本來擔心停車場難停車，發現有代客泊車服務，非常專業。
637397cd39de7355c1044de5,房間_中,地理位置很好很方便，床很大很舒適，水壓很夠也很熱，空調也很好，只是車位較少但可以泊車，早餐內容的選擇性稍嫌少了一點，退房時間電梯要等比較久。服務人員親切，房間乾淨整潔安靜，下次會再回訪的飯店。隔音好，環境優雅舒適，房間設備處處可見細心與巧思，難怪吸引許多日本客入住。
637397cd39de7355c1044de5,房間_負,若，領房卡入住時間無法正常於下午時段，需要留意房型，我住過很多次老爺酒店，印象和體驗都很滿意，服務員也很親切，因此這次依舊毫無疑問的選擇入住老爺酒店，但也是經過這次的體驗讓我接下來選擇酒店不會再毅然決然地選擇老爺酒店了。老爺大酒店有日系的服務精神，入住這幾天都感到很貼心的服務，房間一塵不染，房間有除濕機與空氣清淨機，每天回到房間都很舒適。帶一歲的寶寶入住，房間內該有的設施都有，嬰兒床，澡盆，椅凳，消毒鍋，空氣清淨，體重機，鞋子烘乾機等，且房間內有一個平台，可以擺放消毒鍋，奶粉及奶瓶等，空間規劃舒適，飯店地點也很方便，走路就有很多餐廳及百貨公司，飯店人員服務態度友善，值得推薦。
637397cd39de7355c1044de5,服務_正,遇到的服務人員都非常親切，本來擔心停車場難停車，發現有代客泊車服務，非常專業。服務人員親切，服務周到，很用心。飯店的人員服務態度也很好，親切且讓人有尊榮的感覺，雖然我很年輕，卻被頂級照顧，感謝這些人員的用心態度。
637397cd39de7355c1044de5,服務_中,浴室很乾淨但老舊，電視台少，沒電影可看，但服務人員超級客氣，服務超級好。服務態度親切，就是停車位少，但整體來說都很不錯。前台服務，行理員的親切，房內整潔。
637397cd39de7355c1044de5,服務_負,帶一歲的寶寶入住，房間內該有的設施都有，嬰兒床，澡盆，椅凳，消毒鍋，空氣清淨，體重機，鞋子烘乾機等，且房間內有一個平台，可以擺放消毒鍋，奶粉及奶瓶等，空間規劃舒適，飯店地點也很方便，走路就有很多餐廳及百貨公司，飯店人員服務態度友善，值得推薦。飯店靠近捷運中山站，停車場出入口雖位於巷內，但有方便的泊車服務，飯店人員服務親切有效率，周邊餐廳選擇多樣，聖誕節期間，漫步在中山北路，可以感受濃厚過節氣氛，是來台北一定會列入考慮的住宿地點。老爺大酒店有日系的服務精神，入住這幾天都感到很貼心的服務，房間一塵不染，房間有除濕機與空氣清淨機，每天回到房間都很舒適。
637397cd39de7355c1044de5,設備_正,另外建議餐廳可使用自動手套機，否則一群人擠在手套盒前面又打不開手套，太薄，真的很困擾。飯店整潔，周邊交通餐飲便捷，惟停車位較少。設施完善，員工親切專業，房間整潔。
637397cd39de7355c1044de5,設備_中,設施方面，馬桶與浴室分開雖然是一個很棒的構想，但廁間的洗手檯無法置放肥皂或洗手乳，相當可惜。入住登記，退房相當的便利，快速，飯店服務人員素質相當好，整個過程都非常的愉快。希望將來設備可以更新，有浴缸但不是乾濕分離實在有點不方便。
637397cd39de7355c1044de5,設備_負,飯店靠近捷運中山站，停車場出入口雖位於巷內，但有方便的泊車服務，飯店人員服務親切有效率，周邊餐廳選擇多樣，聖誕節期間，漫步在中山北路，可以感受濃厚過節氣氛，是來台北一定會列入考慮的住宿地整體房間是整潔安靜的，但瓶裝水只有兩瓶，每層樓也沒有設置飲水機必須至地下一樓裝水，非常不方便，熱水瓶沒有相對的插座，必須擠壓桌面使用空間拔掉燈座或清淨機的插頭才能使用，非常不便。日系飯店服務品質確實棒，房間維護也很好，當然會有小細節需加強，但房間確實很舒適也維護很好。
637397cd39de7355c1044de5,價格_正,至少可以解釋一下因為疫情關係。房間乾靜，地點方便性高位置方便，價格合理，物超所值而且很高級。
637397cd39de7355c1044de5,價格_中,訂的是不含早餐的價格，覺得很划算
637397cd39de7355c1044de5,價格_負,帶一歲的寶寶入住，房間內該有的設施都有，嬰兒床，澡盆，椅凳，消毒鍋，空氣清淨，體重機，鞋子烘乾機等，且房間內有一個平台，可以擺放消毒鍋，奶粉及奶瓶等，空間規劃舒適，飯店地點也很方便，走路就有很多餐廳及百貨公司，飯店人員服務態度友善，值得推薦。日系飯店服務品質確實棒，房間維護也很好，當然會有小細節需加強，但房間確實很舒適也維護很好。房間餐點也有待加強，菜色，選擇，連咖啡都不在菜單上，還要問一下才能再回電，這樣的五星飯店稍稍失望了。
637397cd39de7355c1044de6,交通_正,地點很棒，交通便利，距離龍山寺捷運站很近，萬華車站就在飯店樓下，停車場也很充足，無論是個人或是與好友，家人出遊都很合適。飯店在萬華車站上，及龍山寺捷運站附近，交通非常便利，房間乾淨舒適。平日住宿價格優惠，性價比高，房間舒適，離捷運站近，交通方便，要去龍山寺區域走走很方便，也好停車。
637397cd39de7355c1044de6,交通_中,位於萬華火車站的上方，捷運板南線龍山寺站旁，距離龍山寺及艋舺夜市很近，前方有星巴克萬華林宅店，有專用免費停車塔，無論交通，停車，逛街和餐飲等都非常方便。開車前往需注意，停車位是機械立體停車場，尖峰時段停車，取車皆須至少，分鐘，其餘各項設施皆很滿意。我是透過朋友介紹才知道凱達且讓我驚艷在這麼好的位置捷運旁，網站上可以駐名龍山寺旁或龍山寺捷運旁，廣告還不夠我就上來北部多趟我只知道德立莊。
637397cd39de7355c1044de6,交通_負,台北停車真的很不方便，我們從外地去的，搜尋關鍵字有特定選擇停車場，可是到了才發現，他的停車場是在有一段距離的停車塔，因為有帶小孩還有行李，停車塔規定只能一個人進去，連行李都要先下，重點是停車塔服務人員態度差又不耐煩，停車花了一小時的時間，我們剛好最後一台，後面還有十台左右在排，他有規定停進去到退房都不能取車，還說附近這麼方便搭交通工具就好不需要開車，隔天可以，點再退房，一樣排停車位又等了快兩個小時，只能爸爸一個人去，媽媽帶著小孩跟行李在遠方的大廳等，有小孩跟要停車的非常不推薦，清潔度跟友善度都很不錯，也真的是交通便利，附近什麼都有。當日入住，房，高樓層景觀沒話說，此外房價折扣後不到，的價格，雖然不含早餐，房間不算大，但隔音極佳走廊聲音傳不進房間超加分，房內設施該有的也都有，免治馬桶，浴缸，放大化妝鏡，連身鏡，浴室還有掛衣繩可以曬衣服，床和枕頭也很好睡，真的不錯，比較可惜的是停車場並不在飯店地下室，是對側的機械式立體停車場，且停車費須至，樓櫃台消磁，這讓我覺得困擾的是電梯可以直接搭到，樓空橋去開車，但因為消磁要去，樓櫃台，導致我完全不想再回去，樓走空橋，這棟現看能不能在，樓設計一個可以消磁的機制，或者在轉交停車幣時就先做設定可以免去此麻煩，不然真的很可惜。地理位置很好，離捷運龍山寺站不到，分鐘，附近有夜市小吃也多，離剝皮寮，新富市場都很近，只是龍山寺站附近流浪漢多，飯店新穎，接洽人員都很有禮貌，連房務人員真的是超有禮貌都會問好，飯店備有立體停車塔有空橋連接人可步行，要入住就直接先到停車塔停車，停車塔服務人員會問你是不是住宿，停好車會給你代幣，退房後給大廳消磁就可以，有空還會再去光臨。
637397cd39de7355c1044de6,早餐_正,連續入住，晚，住宿感受都很好，飯店與萬華車站共構，交通很方便，離龍山寺捷運站也只有步行約，分鐘的時間，周邊美食很多，入住部分，程序都很迅速，大廳寬敞乾淨，坐在沙發也很舒適，飯店人員態度都很友善，出入門都有人員協助開門，離開房間遇見清潔人員，他們也會親切的打招呼，房間清潔也都一絲不苟，很棒。員工態度親切，但可能是疫情的關係，早餐，可供選擇的餐點極少而且品質很差，連吐司都沒有，青菜看起來已經反覆加熱到變黃，香腸完全沒味道，不清楚疫情期過後會是如何，但如果是現在這狀況，還不如把加購早餐的費用省下來，去巷口全家買早餐就好。優，雖在火車站上面，捷運，很近，早餐豐富，缺，房間清潔不理想，梳化邊還有食物碎未清潔好，清潔不到位，服務人員態度一般，不值這個價位。
637397cd39de7355c1044de6,早餐_中,飯店的地點非常的好，不管是車站還是捷運站都非常的近，周邊商圈購物也很方便，走路，分鐘還有夜市可以逛，飯店人員服務態度很好也很貼心，提供的自助式早餐總類多也很好吃，下次一定會在選擇凱達。非常專業親切的服務人員，客房整體非常乾淨整潔，且空調跟床都很舒適，地理位置非常方便，有停車塔可以停好車，再走路到龍山寺附近吃的，非常多美食，飯店蠻多日本客人的，不曉得是否有疫情，天入境限制的問題。入住手續很快就處理好，希望健身房和游泳池設施盡快開放，飯店員工處理事情很好，酒店位置很近捷運站，而且晚上睡覺也感覺不到很吵，飯店員工知道我朋友生日也特意送上兩份小蛋糕，非常貼心。
